period,subba,subba-name,parent,parent-name,value,value-units
2024-01-01T20,ZONB,Genesee,NYIS,New York Independent System Operator,1164,megawatthours
2024-01-01T20,ZONA,West,NYIS,New York Independent System Operator,1766,megawatthours
2024-01-01T20,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",17774,megawatthours
2024-01-01T20,35,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",10142,megawatthours
2024-01-01T20,27,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16239,megawatthours
2024-01-01T20,6,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",9505,megawatthours
2024-01-01T20,4,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",4877,megawatthours
2024-01-01T20,1,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",10995,megawatthours
2024-01-01T20,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",3176,megawatthours
2024-01-01T20,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",6780,megawatthours
2024-01-01T20,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",12800,megawatthours
2024-01-01T20,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",1467,megawatthours
2024-01-01T20,FWES,Far West,ERCO,"Electric Reliability Council of Texas, Inc.",6303,megawatthours
2024-01-01T20,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",1337,megawatthours
2024-01-01T20,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",1861,megawatthours
2024-01-01T20,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",10888,megawatthours
2024-01-01T20,VEA,Valley Electric Association,CISO,California Independent System Operator,128,megawatthours
2024-01-01T20,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,1581,megawatthours
2024-01-01T20,SCE,Southern California Edison,CISO,California Independent System Operator,9760,megawatthours
2024-01-01T19,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,9608,megawatthours
2024-01-01T19,WR,Westar Energy,SWPP,Southwest Power Pool,3466,megawatthours
2024-01-01T19,WFEC,Western Farmers Electric Cooperative,SWPP,Southwest Power Pool,1225,megawatthours
2024-01-01T19,WAUE,Western Area Power Upper Great Plains East,SWPP,Southwest Power Pool,4327,megawatthours
2024-01-01T19,SPS,Southwestern Public Service Company,SWPP,Southwest Power Pool,3515,megawatthours
2024-01-01T19,SPRM,City of Springfield,SWPP,Southwest Power Pool,382,megawatthours
2024-01-01T19,SECI,Sunflower Electric,SWPP,Southwest Power Pool,632,megawatthours
2024-01-01T19,OPPD,Omaha Public Power District,SWPP,Southwest Power Pool,1540,megawatthours
2024-01-01T19,OKGE,Oklahoma Gas and Electric Co.,SWPP,Southwest Power Pool,3925,megawatthours
2024-01-01T19,NPPD,Nebraska Public Power District,SWPP,Southwest Power Pool,1879,megawatthours
2024-01-01T19,MPS,KCP&L Greater Missouri Operations,SWPP,Southwest Power Pool,977,megawatthours
2024-01-01T19,LES,Lincoln Electric System,SWPP,Southwest Power Pool,389,megawatthours
2024-01-01T19,KCPL,Kansas City Power & Light,SWPP,Southwest Power Pool,1810,megawatthours
2024-01-01T19,KACY,Kansas City Board of Public Utilities,SWPP,Southwest Power Pool,248,megawatthours
2024-01-01T19,INDN,Independence Power & Light,SWPP,Southwest Power Pool,105,megawatthours
2024-01-01T19,GRDA,Grand River Dam Authority,SWPP,Southwest Power Pool,799,megawatthours
2024-01-01T19,EDE,Empire District Electric Company,SWPP,Southwest Power Pool,706,megawatthours
2024-01-01T19,CSWS,AEPW American Electric Power West,SWPP,Southwest Power Pool,5309,megawatthours
2024-01-01T19,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,22,megawatthours
2024-01-01T19,TSGT,Tri-State Generation and Transmission,PNM,Public Service Company of New Mexico,294,megawatthours
2024-01-01T19,PNM,PNM System Firm Load,PNM,Public Service Company of New Mexico,975,megawatthours
2024-01-01T19,NTUA,Navajo Tribal Utility Authority,PNM,Public Service Company of New Mexico,34,megawatthours
2024-01-01T19,LAC,Los Alamos County,PNM,Public Service Company of New Mexico,74,megawatthours
2024-01-01T19,KCEC,Kit Carson Electric Cooperative,PNM,Public Service Company of New Mexico,35,megawatthours
2024-01-01T19,KAFB,Kirtland Air Force Base,PNM,Public Service Company of New Mexico,45,megawatthours
2024-01-01T19,Jica,Jicarilla Apache Nation,PNM,Public Service Company of New Mexico,2,megawatthours
2024-01-01T19,Frep,Freeport,PNM,Public Service Company of New Mexico,74,megawatthours
2024-01-01T19,RECO,Rockland Electric (East) zone,PJM,"PJM Interconnection, LLC",145,megawatthours
2024-01-01T19,PS,Public Service Electric & Gas zone,PJM,"PJM Interconnection, LLC",4300,megawatthours
2024-01-01T19,PN,Pennsylvania Electric zone,PJM,"PJM Interconnection, LLC",2037,megawatthours
2024-01-01T19,PL,Pennsylvania Power & Light zone,PJM,"PJM Interconnection, LLC",4788,megawatthours
2024-01-01T19,PEP,Potomac Electric Power zone,PJM,"PJM Interconnection, LLC",3463,megawatthours
2024-01-01T19,PE,PECO Energy zone,PJM,"PJM Interconnection, LLC",4306,megawatthours
2024-01-01T19,ME,Metropolitan Edison zone,PJM,"PJM Interconnection, LLC",1707,megawatthours
2024-01-01T19,JC,Jersey Central Power & Light zone,PJM,"PJM Interconnection, LLC",2250,megawatthours
2024-01-01T19,EKPC,East Kentucky Power Cooperative zone,PJM,"PJM Interconnection, LLC",2102,megawatthours
2024-01-01T19,DUQ,Duquesne Lighting Company zone,PJM,"PJM Interconnection, LLC",1535,megawatthours
2024-01-01T19,DPL,Delmarva Power & Light zone,PJM,"PJM Interconnection, LLC",2073,megawatthours
2024-01-01T19,DOM,Dominion Virginia Power zone,PJM,"PJM Interconnection, LLC",14249,megawatthours
2024-01-01T19,DEOK,Duke Energy Ohio/Kentucky zone,PJM,"PJM Interconnection, LLC",3007,megawatthours
2024-01-01T19,DAY,Dayton Power & Light zone,PJM,"PJM Interconnection, LLC",1954,megawatthours
2024-01-01T19,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",9748,megawatthours
2024-01-01T19,BC,Baltimore Gas & Electric zone,PJM,"PJM Interconnection, LLC",3628,megawatthours
2024-01-01T19,ATSI,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC",7381,megawatthours
2024-01-01T19,AP,Allegheny Power zone,PJM,"PJM Interconnection, LLC",6202,megawatthours
2024-01-01T19,AEP,American Electric Power zone,PJM,"PJM Interconnection, LLC",14882,megawatthours
2024-01-01T19,AE,Atlantic Electric zone,PJM,"PJM Interconnection, LLC",1019,megawatthours
2024-01-01T19,ZONK,Long Island,NYIS,New York Independent System Operator,1968,megawatthours
2024-01-01T19,ZONJ,New York City,NYIS,New York Independent System Operator,5011,megawatthours
2024-01-01T19,ZONI,Dunwoodie,NYIS,New York Independent System Operator,557,megawatthours
2024-01-01T19,ZONH,Millwood,NYIS,New York Independent System Operator,299,megawatthours
2024-01-01T19,ZONG,Hudson Valley,NYIS,New York Independent System Operator,972,megawatthours
2024-01-01T19,ZONF,Capital,NYIS,New York Independent System Operator,1164,megawatthours
2024-01-01T19,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,833,megawatthours
2024-01-01T19,ZOND,North,NYIS,New York Independent System Operator,732,megawatthours
2024-01-01T19,ZONC,Central,NYIS,New York Independent System Operator,1856,megawatthours
2024-01-01T19,ZONB,Genesee,NYIS,New York Independent System Operator,1155,megawatthours
2024-01-01T19,ZONA,West,NYIS,New York Independent System Operator,1752,megawatthours
2024-01-01T19,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",18275,megawatthours
2024-01-01T19,35,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",10292,megawatthours
2024-01-01T19,27,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16175,megawatthours
2024-01-01T19,6,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",9507,megawatthours
2024-01-01T19,4,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",4888,megawatthours
2024-01-01T19,1,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",11114,megawatthours
2024-01-01T19,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",3160,megawatthours
2024-01-01T19,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",7007,megawatthours
2024-01-01T19,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",13415,megawatthours
2024-01-01T19,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",1541,megawatthours
2024-01-01T19,FWES,Far West,ERCO,"Electric Reliability Council of Texas, Inc.",6286,megawatthours
2024-01-01T19,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",1396,megawatthours
2024-01-01T19,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",1973,megawatthours
2024-01-01T19,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",10867,megawatthours
2024-01-01T19,VEA,Valley Electric Association,CISO,California Independent System Operator,123,megawatthours
2024-01-01T19,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,1590,megawatthours
2024-01-01T19,SCE,Southern California Edison,CISO,California Independent System Operator,9286,megawatthours
2024-01-01T18,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,9927,megawatthours
2024-01-01T18,WR,Westar Energy,SWPP,Southwest Power Pool,3498,megawatthours
2024-01-01T18,WFEC,Western Farmers Electric Cooperative,SWPP,Southwest Power Pool,1296,megawatthours
2024-01-01T18,WAUE,Western Area Power Upper Great Plains East,SWPP,Southwest Power Pool,4409,megawatthours
2024-01-01T18,SPS,Southwestern Public Service Company,SWPP,Southwest Power Pool,3596,megawatthours
2024-01-01T18,SPRM,City of Springfield,SWPP,Southwest Power Pool,384,megawatthours
2024-01-01T18,SECI,Sunflower Electric,SWPP,Southwest Power Pool,640,megawatthours
2024-01-01T18,OPPD,Omaha Public Power District,SWPP,Southwest Power Pool,1550,megawatthours
2024-01-01T18,OKGE,Oklahoma Gas and Electric Co.,SWPP,Southwest Power Pool,4074,megawatthours
2024-01-01T18,NPPD,Nebraska Public Power District,SWPP,Southwest Power Pool,1917,megawatthours
2024-01-01T18,MPS,KCP&L Greater Missouri Operations,SWPP,Southwest Power Pool,1008,megawatthours
2024-01-01T18,LES,Lincoln Electric System,SWPP,Southwest Power Pool,397,megawatthours
2024-01-01T18,KCPL,Kansas City Power & Light,SWPP,Southwest Power Pool,1850,megawatthours
2024-01-01T18,KACY,Kansas City Board of Public Utilities,SWPP,Southwest Power Pool,252,megawatthours
2024-01-01T18,INDN,Independence Power & Light,SWPP,Southwest Power Pool,107,megawatthours
2024-01-01T18,GRDA,Grand River Dam Authority,SWPP,Southwest Power Pool,812,megawatthours
2024-01-01T18,EDE,Empire District Electric Company,SWPP,Southwest Power Pool,739,megawatthours
2024-01-01T18,CSWS,AEPW American Electric Power West,SWPP,Southwest Power Pool,5524,megawatthours
2024-01-01T18,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,23,megawatthours
2024-01-01T18,TSGT,Tri-State Generation and Transmission,PNM,Public Service Company of New Mexico,303,megawatthours
2024-01-01T18,PNM,PNM System Firm Load,PNM,Public Service Company of New Mexico,894,megawatthours
2024-01-01T18,NTUA,Navajo Tribal Utility Authority,PNM,Public Service Company of New Mexico,35,megawatthours
2024-01-01T18,LAC,Los Alamos County,PNM,Public Service Company of New Mexico,74,megawatthours
2024-01-01T18,KCEC,Kit Carson Electric Cooperative,PNM,Public Service Company of New Mexico,37,megawatthours
2024-01-01T18,KAFB,Kirtland Air Force Base,PNM,Public Service Company of New Mexico,45,megawatthours
2024-01-01T18,Jica,Jicarilla Apache Nation,PNM,Public Service Company of New Mexico,3,megawatthours
2024-01-01T18,Frep,Freeport,PNM,Public Service Company of New Mexico,80,megawatthours
2024-01-01T18,RECO,Rockland Electric (East) zone,PJM,"PJM Interconnection, LLC",139,megawatthours
2024-01-01T18,PS,Public Service Electric & Gas zone,PJM,"PJM Interconnection, LLC",3999,megawatthours
2024-01-01T18,PN,Pennsylvania Electric zone,PJM,"PJM Interconnection, LLC",2034,megawatthours
2024-01-01T18,PL,Pennsylvania Power & Light zone,PJM,"PJM Interconnection, LLC",4808,megawatthours
2024-01-01T18,PEP,Potomac Electric Power zone,PJM,"PJM Interconnection, LLC",3432,megawatthours
2024-01-01T18,PE,PECO Energy zone,PJM,"PJM Interconnection, LLC",4235,megawatthours
2024-01-01T18,ME,Metropolitan Edison zone,PJM,"PJM Interconnection, LLC",1710,megawatthours
2024-01-01T18,JC,Jersey Central Power & Light zone,PJM,"PJM Interconnection, LLC",2075,megawatthours
2024-01-01T18,EKPC,East Kentucky Power Cooperative zone,PJM,"PJM Interconnection, LLC",2129,megawatthours
2024-01-01T18,DUQ,Duquesne Lighting Company zone,PJM,"PJM Interconnection, LLC",1530,megawatthours
2024-01-01T18,DPL,Delmarva Power & Light zone,PJM,"PJM Interconnection, LLC",2054,megawatthours
2024-01-01T18,DOM,Dominion Virginia Power zone,PJM,"PJM Interconnection, LLC",14211,megawatthours
2024-01-01T18,DEOK,Duke Energy Ohio/Kentucky zone,PJM,"PJM Interconnection, LLC",3015,megawatthours
2024-01-01T18,DAY,Dayton Power & Light zone,PJM,"PJM Interconnection, LLC",1964,megawatthours
2024-01-01T18,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",9603,megawatthours
2024-01-01T18,BC,Baltimore Gas & Electric zone,PJM,"PJM Interconnection, LLC",3607,megawatthours
2024-01-01T18,ATSI,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC",7277,megawatthours
2024-01-01T18,AP,Allegheny Power zone,PJM,"PJM Interconnection, LLC",6239,megawatthours
2024-01-01T18,AEP,American Electric Power zone,PJM,"PJM Interconnection, LLC",14917,megawatthours
2024-01-01T18,AE,Atlantic Electric zone,PJM,"PJM Interconnection, LLC",975,megawatthours
2024-01-01T18,ZONK,Long Island,NYIS,New York Independent System Operator,1865,megawatthours
2024-01-01T18,ZONJ,New York City,NYIS,New York Independent System Operator,4927,megawatthours
2024-01-01T18,ZONI,Dunwoodie,NYIS,New York Independent System Operator,531,megawatthours
2024-01-01T18,ZONH,Millwood,NYIS,New York Independent System Operator,294,megawatthours
2024-01-01T18,ZONG,Hudson Valley,NYIS,New York Independent System Operator,899,megawatthours
2024-01-01T18,ZONF,Capital,NYIS,New York Independent System Operator,1217,megawatthours
2024-01-01T18,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,840,megawatthours
2024-01-01T18,ZOND,North,NYIS,New York Independent System Operator,736,megawatthours
2024-01-01T18,ZONC,Central,NYIS,New York Independent System Operator,1816,megawatthours
2024-01-01T18,ZONB,Genesee,NYIS,New York Independent System Operator,1145,megawatthours
2024-01-01T18,ZONA,West,NYIS,New York Independent System Operator,1746,megawatthours
2024-01-01T18,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",18753,megawatthours
2024-01-01T18,35,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",10392,megawatthours
2024-01-01T18,27,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16054,megawatthours
2024-01-01T18,6,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",9586,megawatthours
2024-01-01T18,4,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",4888,megawatthours
2024-01-01T18,1,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",11134,megawatthours
2024-01-01T18,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",3004,megawatthours
2024-01-01T18,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",7095,megawatthours
2024-01-01T18,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",13884,megawatthours
2024-01-01T18,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",1608,megawatthours
2024-01-01T18,FWES,Far West,ERCO,"Electric Reliability Council of Texas, Inc.",6426,megawatthours
2024-01-01T18,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",1460,megawatthours
2024-01-01T18,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",2101,megawatthours
2024-01-01T18,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",10780,megawatthours
2024-01-01T18,VEA,Valley Electric Association,CISO,California Independent System Operator,130,megawatthours
2024-01-01T18,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,1775,megawatthours
2024-01-01T18,SCE,Southern California Edison,CISO,California Independent System Operator,8995,megawatthours
2024-01-01T17,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,9917,megawatthours
2024-01-01T17,WR,Westar Energy,SWPP,Southwest Power Pool,3501,megawatthours
2024-01-01T17,WFEC,Western Farmers Electric Cooperative,SWPP,Southwest Power Pool,1336,megawatthours
2024-01-01T17,WAUE,Western Area Power Upper Great Plains East,SWPP,Southwest Power Pool,4466,megawatthours
2024-01-01T17,SPS,Southwestern Public Service Company,SWPP,Southwest Power Pool,3658,megawatthours
2024-01-01T17,SPRM,City of Springfield,SWPP,Southwest Power Pool,385,megawatthours
2024-01-01T17,SECI,Sunflower Electric,SWPP,Southwest Power Pool,641,megawatthours
2024-01-01T17,OPPD,Omaha Public Power District,SWPP,Southwest Power Pool,1552,megawatthours
2024-01-01T17,OKGE,Oklahoma Gas and Electric Co.,SWPP,Southwest Power Pool,4144,megawatthours
2024-01-01T17,NPPD,Nebraska Public Power District,SWPP,Southwest Power Pool,1943,megawatthours
2024-01-01T17,MPS,KCP&L Greater Missouri Operations,SWPP,Southwest Power Pool,1050,megawatthours
2024-01-01T17,LES,Lincoln Electric System,SWPP,Southwest Power Pool,402,megawatthours
2024-01-01T17,KCPL,Kansas City Power & Light,SWPP,Southwest Power Pool,1897,megawatthours
2024-01-01T17,KACY,Kansas City Board of Public Utilities,SWPP,Southwest Power Pool,256,megawatthours
2024-01-01T17,INDN,Independence Power & Light,SWPP,Southwest Power Pool,113,megawatthours
2024-01-01T17,GRDA,Grand River Dam Authority,SWPP,Southwest Power Pool,818,megawatthours
2024-01-01T17,EDE,Empire District Electric Company,SWPP,Southwest Power Pool,752,megawatthours
2024-01-01T17,CSWS,AEPW American Electric Power West,SWPP,Southwest Power Pool,5686,megawatthours
