period,respondent,respondent-name,fueltype,type-name,value,value-units
2024-01-01T23,TVA,Tennessee Valley Authority,NG,Natural gas,6532,megawatthours
2024-01-01T23,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,0,megawatthours
2024-01-01T23,ISNE,ISO New England,NG,Natural gas,7559,megawatthours
2024-01-01T23,SPA,Southwestern Power Administration,WAT,Hydro,398,megawatthours
2024-01-01T23,CENT,Central,NUC,Nuclear,2042,megawatthours
2024-01-01T23,MIDA,Mid-Atlantic,OTH,Other,1077,megawatthours
2024-01-01T23,PACW,PacifiCorp West,NG,Natural gas,0,megawatthours
2024-01-01T23,PSCO,Public Service Company of Colorado,WND,Wind,466,megawatthours
2024-01-01T23,SWPP,Southwest Power Pool,OIL,Petroleum,0,megawatthours
2024-01-01T23,AVRN,"Avangrid Renewables, LLC",WAT,Hydro,0,megawatthours
2024-01-01T23,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,188,megawatthours
2024-01-01T23,ISNE,ISO New England,OIL,Petroleum,0,megawatthours
2024-01-01T23,CISO,California Independent System Operator,SUN,Solar,9635,megawatthours
2024-01-01T23,NYIS,New York Independent System Operator,WAT,Hydro,4084,megawatthours
2024-01-01T23,PACE,PacifiCorp East,WAT,Hydro,56,megawatthours
2024-01-01T23,CPLE,Duke Energy Progress East,WAT,Hydro,60,megawatthours
2024-01-01T23,NE,New England,COL,Coal,0,megawatthours
2024-01-01T23,SC,South Carolina Public Service Authority,SUN,Solar,2,megawatthours
2024-01-01T23,LDWP,Los Angeles Department of Water and Power,WND,Wind,13,megawatthours
2024-01-01T23,FLA,Florida,OIL,Petroleum,0,megawatthours
2024-01-01T23,PJM,"PJM Interconnection, LLC",COL,Coal,15872,megawatthours
2024-01-01T23,NY,New York,NG,Natural gas,8862,megawatthours
2024-01-01T23,US48,United States Lower 48,NUC,Nuclear,93156,megawatthours
2024-01-01T23,PGE,Portland General Electric Company,NG,Natural gas,886,megawatthours
2024-01-01T23,NE,New England,OIL,Petroleum,0,megawatthours
2024-01-01T23,PSCO,Public Service Company of Colorado,SUN,Solar,494,megawatthours
2024-01-01T23,ISNE,ISO New England,WND,Wind,63,megawatthours
2024-01-01T23,AVA,Avista Corporation,WND,Wind,6,megawatthours
2024-01-01T23,CAL,California,COL,Coal,220,megawatthours
2024-01-01T23,SW,Southwest,WND,Wind,874,megawatthours
2024-01-01T23,PACE,PacifiCorp East,NG,Natural gas,1247,megawatthours
2024-01-01T23,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,COL,Coal,3294,megawatthours
2024-01-01T23,IPCO,Idaho Power Company,SUN,Solar,232,megawatthours
2024-01-01T23,IPCO,Idaho Power Company,OIL,Petroleum,0,megawatthours
2024-01-01T23,FPC,"Duke Energy Florida, Inc.",COL,Coal,326,megawatthours
2024-01-01T23,CPLW,Duke Energy Progress West,WAT,Hydro,6,megawatthours
2024-01-01T23,TEN,Tennessee,WND,Wind,2,megawatthours
2024-01-01T23,IID,Imperial Irrigation District,NG,Natural gas,93,megawatthours
2024-01-01T23,LDWP,Los Angeles Department of Water and Power,OTH,Other,111,megawatthours
2024-01-01T23,SRP,Salt River Project Agricultural Improvement and Power District,NG,Natural gas,1369,megawatthours
2024-01-01T23,TVA,Tennessee Valley Authority,OIL,Petroleum,0,megawatthours
2024-01-01T23,SRP,Salt River Project Agricultural Improvement and Power District,WND,Wind,0,megawatthours
2024-01-01T22,NY,New York,WAT,Hydro,3853,megawatthours
2024-01-01T22,NYIS,New York Independent System Operator,WND,Wind,46,megawatthours
2024-01-01T22,PACE,PacifiCorp East,OTH,Other,138,megawatthours
2024-01-01T22,JEA,JEA,COL,Coal,323,megawatthours
2024-01-01T22,SCEG,"Dominion Energy South Carolina, Inc.",WAT,Hydro,21,megawatthours
2024-01-01T22,FLA,Florida,OTH,Other,3171,megawatthours
2024-01-01T22,CAL,California,NUC,Nuclear,2243,megawatthours
2024-01-01T22,TEPC,Tucson Electric Power,NG,Natural gas,513,megawatthours
2024-01-01T22,CENT,Central,OIL,Petroleum,0,megawatthours
2024-01-01T22,PACW,PacifiCorp West,NG,Natural gas,0,megawatthours
2024-01-01T22,AVA,Avista Corporation,SUN,Solar,1,megawatthours
2024-01-01T22,CAR,Carolinas,SUN,Solar,470,megawatthours
2024-01-01T22,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,53,megawatthours
2024-01-01T22,WALC,Western Area Power Administration - Desert Southwest Region,WAT,Hydro,145,megawatthours
2024-01-01T22,CISO,California Independent System Operator,COL,Coal,0,megawatthours
2024-01-01T22,CHPD,Public Utility District No. 1 of Chelan County,WND,Wind,0,megawatthours
2024-01-01T22,CENT,Central,WAT,Hydro,1025,megawatthours
2024-01-01T22,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,SUN,Solar,0,megawatthours
2024-01-01T22,AZPS,Arizona Public Service Company,SUN,Solar,183,megawatthours
2024-01-01T22,NE,New England,NUC,Nuclear,3374,megawatthours
2024-01-01T22,AZPS,Arizona Public Service Company,OTH,Other,32,megawatthours
2024-01-01T22,TAL,City of Tallahassee,SUN,Solar,13,megawatthours
2024-01-01T22,TEX,Texas,SUN,Solar,11239,megawatthours
2024-01-01T22,SC,South Carolina Public Service Authority,COL,Coal,1107,megawatthours
2024-01-01T22,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural gas,27466,megawatthours
2024-01-01T22,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,OIL,Petroleum,0,megawatthours
2024-01-01T22,FLA,Florida,OIL,Petroleum,0,megawatthours
2024-01-01T22,MIDW,Midwest,SUN,Solar,629,megawatthours
2024-01-01T22,NWMT,NorthWestern Corporation,WAT,Hydro,436,megawatthours
2024-01-01T22,GVL,Gainesville Regional Utilities,OTH,Other,0,megawatthours
2024-01-01T22,SRP,Salt River Project Agricultural Improvement and Power District,NUC,Nuclear,4015,megawatthours
2024-01-01T22,CISO,California Independent System Operator,SUN,Solar,9433,megawatthours
2024-01-01T22,NYIS,New York Independent System Operator,COL,Coal,0,megawatthours
2024-01-01T22,SE,Southeast,WND,Wind,0,megawatthours
2024-01-01T22,TVA,Tennessee Valley Authority,NUC,Nuclear,8552,megawatthours
2024-01-01T22,AZPS,Arizona Public Service Company,OIL,Petroleum,0,megawatthours
2024-01-01T22,SW,Southwest,COL,Coal,2316,megawatthours
2024-01-01T22,BANC,Balancing Authority of Northern California,OTH,Other,15,megawatthours
2024-01-01T22,SCL,Seattle City Light,WAT,Hydro,398,megawatthours
2024-01-01T22,TVA,Tennessee Valley Authority,NG,Natural gas,6302,megawatthours
2024-01-01T22,DUK,Duke Energy Carolinas,WAT,Hydro,-242,megawatthours
2024-01-01T22,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,NG,Natural gas,687,megawatthours
2024-01-01T22,PSEI,"Puget Sound Energy, Inc.",NG,Natural gas,913,megawatthours
2024-01-01T22,DUK,Duke Energy Carolinas,COL,Coal,2648,megawatthours
2024-01-01T22,FPC,"Duke Energy Florida, Inc.",WAT,Hydro,17,megawatthours
2024-01-01T22,FLA,Florida,SUN,Solar,1441,megawatthours
2024-01-01T22,MIDA,Mid-Atlantic,OTH,Other,1070,megawatthours
2024-01-01T22,LDWP,Los Angeles Department of Water and Power,OTH,Other,105,megawatthours
2024-01-01T22,MIDA,Mid-Atlantic,NUC,Nuclear,32740,megawatthours
2024-01-01T22,NWMT,NorthWestern Corporation,SUN,Solar,54,megawatthours
2024-01-01T22,WACM,Western Area Power Administration - Rocky Mountain Region,WND,Wind,216,megawatthours
2024-01-01T22,WACM,Western Area Power Administration - Rocky Mountain Region,COL,Coal,2874,megawatthours
2024-01-01T22,WAUW,Western Area Power Administration - Upper Great Plains West,WAT,Hydro,62,megawatthours
2024-01-01T22,SEC,Seminole Electric Cooperative,NG,Natural gas,1084,megawatthours
2024-01-01T22,NEVP,Nevada Power Company,OTH,Other,569,megawatthours
2024-01-01T22,IPCO,Idaho Power Company,SUN,Solar,256,megawatthours
2024-01-01T22,CENT,Central,NG,Natural gas,10365,megawatthours
2024-01-01T22,DOPD,PUD No. 1 of Douglas County,WAT,Hydro,385,megawatthours
2024-01-01T22,NY,New York,OIL,Petroleum,21,megawatthours
2024-01-01T22,CPLE,Duke Energy Progress East,COL,Coal,188,megawatthours
2024-01-01T22,TEX,Texas,NG,Natural gas,18813,megawatthours
2024-01-01T22,SCEG,"Dominion Energy South Carolina, Inc.",NUC,Nuclear,992,megawatthours
2024-01-01T22,PNM,Public Service Company of New Mexico,NG,Natural gas,440,megawatthours
2024-01-01T22,FLA,Florida,WAT,Hydro,17,megawatthours
2024-01-01T22,GRID,"Gridforce Energy Management, LLC",WND,Wind,338,megawatthours
2024-01-01T22,ISNE,ISO New England,SUN,Solar,5,megawatthours
2024-01-01T22,NE,New England,WND,Wind,58,megawatthours
2024-01-01T22,ERCO,"Electric Reliability Council of Texas, Inc.",WND,Wind,2718,megawatthours
2024-01-01T22,CPLW,Duke Energy Progress West,WAT,Hydro,5,megawatthours
2024-01-01T22,SE,Southeast,OIL,Petroleum,0,megawatthours
2024-01-01T22,NYIS,New York Independent System Operator,WAT,Hydro,3853,megawatthours
2024-01-01T22,NE,New England,OTH,Other,546,megawatthours
2024-01-01T22,CPLE,Duke Energy Progress East,WAT,Hydro,57,megawatthours
2024-01-01T22,BPAT,Bonneville Power Administration,WND,Wind,-1,megawatthours
2024-01-01T22,FPL,Florida Power & Light Co.,NG,Natural gas,5692,megawatthours
2024-01-01T22,MIDW,Midwest,OTH,Other,318,megawatthours
2024-01-01T22,SRP,Salt River Project Agricultural Improvement and Power District,WAT,Hydro,0,megawatthours
2024-01-01T22,NEVP,Nevada Power Company,WAT,Hydro,1,megawatthours
2024-01-01T22,CENT,Central,WND,Wind,7618,megawatthours
2024-01-01T22,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,629,megawatthours
2024-01-01T22,TEX,Texas,WND,Wind,2718,megawatthours
2024-01-01T22,SE,Southeast,SUN,Solar,1342,megawatthours
2024-01-01T22,PJM,"PJM Interconnection, LLC",COL,Coal,16309,megawatthours
2024-01-01T22,NY,New York,OTH,Other,199,megawatthours
2024-01-01T22,SE,Southeast,NUC,Nuclear,6510,megawatthours
2024-01-01T22,AECI,"Associated Electric Cooperative, Inc.",WND,Wind,42,megawatthours
2024-01-01T22,NEVP,Nevada Power Company,OIL,Petroleum,0,megawatthours
2024-01-01T22,GVL,Gainesville Regional Utilities,COL,Coal,0,megawatthours
2024-01-01T22,SC,South Carolina Public Service Authority,OIL,Petroleum,0,megawatthours
2024-01-01T22,CENT,Central,OTH,Other,47,megawatthours
2024-01-01T22,SOCO,"Southern Company Services, Inc. - Trans",SUN,Solar,1342,megawatthours
2024-01-01T22,HGMA,"New Harquahala Generating Company, LLC",NG,Natural gas,-5,megawatthours
2024-01-01T22,PNM,Public Service Company of New Mexico,WND,Wind,590,megawatthours
2024-01-01T22,SC,South Carolina Public Service Authority,WAT,Hydro,0,megawatthours
2024-01-01T22,PJM,"PJM Interconnection, LLC",NG,Natural gas,45200,megawatthours
2024-01-01T22,TVA,Tennessee Valley Authority,OIL,Petroleum,0,megawatthours
2024-01-01T22,TEN,Tennessee,WAT,Hydro,2151,megawatthours
2024-01-01T22,TEN,Tennessee,COL,Coal,3100,megawatthours
2024-01-01T22,PSCO,Public Service Company of Colorado,NG,Natural gas,1870,megawatthours
2024-01-01T22,NY,New York,SUN,Solar,0,megawatthours
2024-01-01T22,CISO,California Independent System Operator,OIL,Petroleum,46,megawatthours
2024-01-01T22,ISNE,ISO New England,WAT,Hydro,2046,megawatthours
2024-01-01T22,TVA,Tennessee Valley Authority,OTH,Other,25,megawatthours
2024-01-01T22,NE,New England,WAT,Hydro,2046,megawatthours
2024-01-01T22,SOCO,"Southern Company Services, Inc. - Trans",NUC,Nuclear,6510,megawatthours
2024-01-01T22,ISNE,ISO New England,OIL,Petroleum,0,megawatthours
2024-01-01T22,PSEI,"Puget Sound Energy, Inc.",WND,Wind,57,megawatthours
2024-01-01T22,JEA,JEA,OIL,Petroleum,0,megawatthours
2024-01-01T22,WACM,Western Area Power Administration - Rocky Mountain Region,NG,Natural gas,336,megawatthours
2024-01-01T22,NE,New England,OIL,Petroleum,0,megawatthours
2024-01-01T22,TIDC,Turlock Irrigation District,WAT,Hydro,3,megawatthours
2024-01-01T22,BANC,Balancing Authority of Northern California,SUN,Solar,148,megawatthours
2024-01-01T22,NYIS,New York Independent System Operator,SUN,Solar,0,megawatthours
2024-01-01T22,TEX,Texas,OTH,Other,53,megawatthours
2024-01-01T22,PSCO,Public Service Company of Colorado,COL,Coal,1429,megawatthours
2024-01-01T22,NYIS,New York Independent System Operator,NUC,Nuclear,3342,megawatthours
2024-01-01T22,AVA,Avista Corporation,WAT,Hydro,368,megawatthours
2024-01-01T22,PSEI,"Puget Sound Energy, Inc.",WAT,Hydro,64,megawatthours
2024-01-01T22,SOCO,"Southern Company Services, Inc. - Trans",WND,Wind,0,megawatthours
2024-01-01T22,CAR,Carolinas,WAT,Hydro,-1,megawatthours
2024-01-01T22,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,0,megawatthours
2024-01-01T22,CAL,California,OTH,Other,-2424,megawatthours
2024-01-01T22,ISNE,ISO New England,NG,Natural gas,7586,megawatthours
2024-01-01T22,US48,United States Lower 48,OIL,Petroleum,302,megawatthours
2024-01-01T22,SE,Southeast,WAT,Hydro,254,megawatthours
2024-01-01T22,NW,Northwest,SUN,Solar,4255,megawatthours
2024-01-01T22,AVRN,"Avangrid Renewables, LLC",NG,Natural gas,294,megawatthours
2024-01-01T22,PACE,PacifiCorp East,WAT,Hydro,59,megawatthours
2024-01-01T22,CAR,Carolinas,OIL,Petroleum,0,megawatthours
2024-01-01T22,SEC,Seminole Electric Cooperative,SUN,Solar,0,megawatthours
2024-01-01T22,YAD,"Alcoa Power Generating, Inc. - Yadkin Division",WAT,Hydro,158,megawatthours
2024-01-01T22,TEX,Texas,COL,Coal,6066,megawatthours
2024-01-01T22,PSCO,Public Service Company of Colorado,WND,Wind,492,megawatthours
2024-01-01T22,TVA,Tennessee Valley Authority,COL,Coal,3100,megawatthours
2024-01-01T22,NYIS,New York Independent System Operator,OIL,Petroleum,21,megawatthours
2024-01-01T22,BPAT,Bonneville Power Administration,NG,Natural gas,661,megawatthours
2024-01-01T22,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Natural gas,18813,megawatthours
2024-01-01T22,FLA,Florida,NG,Natural gas,12885,megawatthours
2024-01-01T22,NWMT,NorthWestern Corporation,COL,Coal,1505,megawatthours
2024-01-01T22,AVRN,"Avangrid Renewables, LLC",WND,Wind,7,megawatthours
2024-01-01T22,PACE,PacifiCorp East,COL,Coal,1322,megawatthours
2024-01-01T22,CPLW,Duke Energy Progress West,COL,Coal,0,megawatthours
2024-01-01T22,SCEG,"Dominion Energy South Carolina, Inc.",NG,Natural gas,1096,megawatthours
2024-01-01T22,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,821,megawatthours
2024-01-01T22,CENT,Central,COL,Coal,9050,megawatthours
2024-01-01T22,MIDA,Mid-Atlantic,COL,Coal,16309,megawatthours
2024-01-01T22,PACW,PacifiCorp West,SUN,Solar,230,megawatthours
2024-01-01T22,NW,Northwest,COL,Coal,7360,megawatthours
2024-01-01T22,SOCO,"Southern Company Services, Inc. - Trans",COL,Coal,3013,megawatthours
2024-01-01T22,DUK,Duke Energy Carolinas,SUN,Solar,123,megawatthours
2024-01-01T22,TEN,Tennessee,SUN,Solar,61,megawatthours
2024-01-01T22,SCEG,"Dominion Energy South Carolina, Inc.",OTH,Other,0,megawatthours
2024-01-01T22,DUK,Duke Energy Carolinas,OTH,Other,11,megawatthours
2024-01-01T22,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,5115,megawatthours
2024-01-01T22,FMPP,Florida Municipal Power Pool,NG,Natural gas,1353,megawatthours
2024-01-01T22,MIDW,Midwest,NUC,Nuclear,8222,megawatthours
2024-01-01T22,PNM,Public Service Company of New Mexico,WAT,Hydro,0,megawatthours
2024-01-01T22,SEPA,Southeastern Power Administration,WAT,Hydro,0,megawatthours
2024-01-01T22,LDWP,Los Angeles Department of Water and Power,SUN,Solar,763,megawatthours
2024-01-01T22,WALC,Western Area Power Administration - Desert Southwest Region,WND,Wind,60,megawatthours
2024-01-01T22,SOCO,"Southern Company Services, Inc. - Trans",NG,Natural gas,13900,megawatthours
2024-01-01T22,PACW,PacifiCorp West,WAT,Hydro,250,megawatthours
2024-01-01T22,NY,New York,NG,Natural gas,8313,megawatthours
2024-01-01T22,AZPS,Arizona Public Service Company,WAT,Hydro,0,megawatthours
2024-01-01T22,SE,Southeast,COL,Coal,3013,megawatthours
2024-01-01T22,ISNE,ISO New England,COL,Coal,0,megawatthours
2024-01-01T22,PSCO,Public Service Company of Colorado,WAT,Hydro,11,megawatthours
2024-01-01T22,BPAT,Bonneville Power Administration,SUN,Solar,23,megawatthours
2024-01-01T22,JEA,JEA,NG,Natural gas,593,megawatthours
2024-01-01T22,IPCO,Idaho Power Company,WAT,Hydro,464,megawatthours
2024-01-01T22,CAL,California,NG,Natural gas,10905,megawatthours
2024-01-01T22,CISO,California Independent System Operator,OTH,Other,-3040,megawatthours
2024-01-01T22,GRID,"Gridforce Energy Management, LLC",SUN,Solar,40,megawatthours
2024-01-01T22,TAL,City of Tallahassee,NG,Natural gas,302,megawatthours
2024-01-01T22,TIDC,Turlock Irrigation District,NG,Natural gas,127,megawatthours
2024-01-01T22,SRP,Salt River Project Agricultural Improvement and Power District,OTH,Other,-1,megawatthours
2024-01-01T22,WWA,"NaturEner Wind Watch, LLC",WND,Wind,18,megawatthours
2024-01-01T22,PNM,Public Service Company of New Mexico,SUN,Solar,245,megawatthours
2024-01-01T22,FMPP,Florida Municipal Power Pool,OTH,Other,19,megawatthours
2024-01-01T22,NW,Northwest,OIL,Petroleum,21,megawatthours
2024-01-01T22,CENT,Central,NUC,Nuclear,2042,megawatthours
2024-01-01T22,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2024-01-01T22,ISNE,ISO New England,NUC,Nuclear,3374,megawatthours
2024-01-01T22,US48,United States Lower 48,COL,Coal,80082,megawatthours
2024-01-01T22,TEN,Tennessee,WND,Wind,1,megawatthours
2024-01-01T22,WALC,Western Area Power Administration - Desert Southwest Region,NG,Natural gas,542,megawatthours
2024-01-01T22,SC,South Carolina Public Service Authority,SUN,Solar,47,megawatthours
2024-01-01T22,TEPC,Tucson Electric Power,WND,Wind,79,megawatthours
2024-01-01T22,FMPP,Florida Municipal Power Pool,COL,Coal,115,megawatthours
2024-01-01T22,PJM,"PJM Interconnection, LLC",WAT,Hydro,4776,megawatthours
2024-01-01T22,SW,Southwest,WAT,Hydro,145,megawatthours
2024-01-01T22,SW,Southwest,OTH,Other,-26,megawatthours
2024-01-01T22,CPLW,Duke Energy Progress West,SUN,Solar,0,megawatthours
2024-01-01T22,GRID,"Gridforce Energy Management, LLC",NG,Natural gas,1543,megawatthours
2024-01-01T22,DUK,Duke Energy Carolinas,NUC,Nuclear,7370,megawatthours
2024-01-01T22,CPLW,Duke Energy Progress West,OTH,Other,178,megawatthours
2024-01-01T22,SOCO,"Southern Company Services, Inc. - Trans",OTH,Other,337,megawatthours
2024-01-01T22,PSCO,Public Service Company of Colorado,SUN,Solar,1003,megawatthours
2024-01-01T22,SCEG,"Dominion Energy South Carolina, Inc.",SUN,Solar,155,megawatthours
2024-01-01T22,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,22184,megawatthours
2024-01-01T22,IID,Imperial Irrigation District,OTH,Other,496,megawatthours
2024-01-01T22,PACW,PacifiCorp West,WND,Wind,-2,megawatthours
2024-01-01T22,CAL,California,WND,Wind,402,megawatthours
2024-01-01T22,NEVP,Nevada Power Company,WND,Wind,0,megawatthours
2024-01-01T22,HST,City of Homestead,NG,Natural gas,0,megawatthours
2024-01-01T22,PACW,PacifiCorp West,OTH,Other,51,megawatthours
2024-01-01T22,BPAT,Bonneville Power Administration,NUC,Nuclear,1153,megawatthours
2024-01-01T22,CPLW,Duke Energy Progress West,NG,Natural gas,361,megawatthours
2024-01-01T22,AVA,Avista Corporation,NG,Natural gas,366,megawatthours
2024-01-01T22,TVA,Tennessee Valley Authority,SUN,Solar,61,megawatthours
2024-01-01T22,PSEI,"Puget Sound Energy, Inc.",OIL,Petroleum,0,megawatthours
2024-01-01T22,GWA,"NaturEner Power Watch, LLC",WND,Wind,10,megawatthours
2024-01-01T22,MIDA,Mid-Atlantic,NG,Natural gas,45200,megawatthours
2024-01-01T22,PGE,Portland General Electric Company,OTH,Other,10,megawatthours
2024-01-01T22,FMPP,Florida Municipal Power Pool,NUC,Nuclear,132,megawatthours
2024-01-01T22,NE,New England,COL,Coal,0,megawatthours
2024-01-01T22,BANC,Balancing Authority of Northern California,NG,Natural gas,921,megawatthours
2024-01-01T22,SPA,Southwestern Power Administration,WAT,Hydro,396,megawatthours
2024-01-01T22,PJM,"PJM Interconnection, LLC",OIL,Petroleum,214,megawatthours
2024-01-01T22,CISO,California Independent System Operator,NUC,Nuclear,2243,megawatthours
2024-01-01T22,FLA,Florida,COL,Coal,926,megawatthours
2024-01-01T22,US48,United States Lower 48,OTH,Other,5702,megawatthours
2024-01-01T22,LDWP,Los Angeles Department of Water and Power,COL,Coal,220,megawatthours
2024-01-01T22,CISO,California Independent System Operator,WND,Wind,394,megawatthours
2024-01-01T22,MIDA,Mid-Atlantic,OIL,Petroleum,214,megawatthours
2024-01-01T22,GCPD,"Public Utility District No. 2 of Grant County, Washington",WAT,Hydro,991,megawatthours
