period,respondent,respondent-name,fueltype,type-name,value,value-units
2024-01-07T15,IPCO,Idaho Power Company,NG,Natural gas,290,megawatthours
2024-01-07T15,SCEG,"Dominion Energy South Carolina, Inc.",OTH,Other,0,megawatthours
2024-01-07T15,SRP,Salt River Project Agricultural Improvement and Power District,OTH,Other,1,megawatthours
2024-01-07T15,TEPC,Tucson Electric Power,WND,Wind,209,megawatthours
2024-01-07T15,SCEG,"Dominion Energy South Carolina, Inc.",NG,Natural gas,856,megawatthours
2024-01-07T15,CAL,California,COL,Coal,195,megawatthours
2024-01-07T15,PJM,"PJM Interconnection, LLC",OTH,Other,1230,megawatthours
2024-01-07T15,TVA,Tennessee Valley Authority,NG,Natural gas,6402,megawatthours
2024-01-07T15,SOCO,"Southern Company Services, Inc. - Trans",OIL,Petroleum,0,megawatthours
2024-01-07T15,CAL,California,WND,Wind,2929,megawatthours
2024-01-07T15,PSCO,Public Service Company of Colorado,WND,Wind,1162,megawatthours
2024-01-07T15,ERCO,"Electric Reliability Council of Texas, Inc.",COL,Coal,8053,megawatthours
2024-01-07T15,CPLE,Duke Energy Progress East,COL,Coal,727,megawatthours
2024-01-07T15,SW,Southwest,SUN,Solar,54,megawatthours
2024-01-07T15,JEA,JEA,OIL,Petroleum,19,megawatthours
2024-01-07T15,SE,Southeast,SUN,Solar,1076,megawatthours
2024-01-07T15,HST,City of Homestead,NG,Natural gas,0,megawatthours
2024-01-07T15,NE,New England,COL,Coal,5,megawatthours
2024-01-07T15,SRP,Salt River Project Agricultural Improvement and Power District,SUN,Solar,24,megawatthours
2024-01-07T15,GVL,Gainesville Regional Utilities,COL,Coal,0,megawatthours
2024-01-07T15,PACW,PacifiCorp West,NG,Natural gas,0,megawatthours
2024-01-07T15,SCEG,"Dominion Energy South Carolina, Inc.",WAT,Hydro,52,megawatthours
2024-01-07T15,PSEI,"Puget Sound Energy, Inc.",COL,Coal,0,megawatthours
2024-01-07T15,CISO,California Independent System Operator,OIL,Petroleum,46,megawatthours
2024-01-07T15,LDWP,Los Angeles Department of Water and Power,WAT,Hydro,260,megawatthours
2024-01-07T15,CPLE,Duke Energy Progress East,OTH,Other,829,megawatthours
2024-01-07T15,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,25679,megawatthours
2024-01-07T15,TEX,Texas,NUC,Nuclear,5118,megawatthours
2024-01-07T15,NW,Northwest,NG,Natural gas,12765,megawatthours
2024-01-07T15,SW,Southwest,COL,Coal,3305,megawatthours
2024-01-07T15,WALC,Western Area Power Administration - Desert Southwest Region,NG,Natural gas,745,megawatthours
2024-01-07T15,MIDA,Mid-Atlantic,OIL,Petroleum,221,megawatthours
2024-01-07T15,GRID,"Gridforce Energy Management, LLC",NG,Natural gas,1316,megawatthours
2024-01-07T15,ISNE,ISO New England,OTH,Other,654,megawatthours
2024-01-07T15,TVA,Tennessee Valley Authority,OTH,Other,47,megawatthours
2024-01-07T15,DOPD,PUD No. 1 of Douglas County,WAT,Hydro,387,megawatthours
2024-01-07T15,TAL,City of Tallahassee,NG,Natural gas,407,megawatthours
2024-01-07T15,LDWP,Los Angeles Department of Water and Power,NG,Natural gas,824,megawatthours
2024-01-07T15,CISO,California Independent System Operator,COL,Coal,0,megawatthours
2024-01-07T15,SEC,Seminole Electric Cooperative,NG,Natural gas,1089,megawatthours
2024-01-07T15,GWA,"NaturEner Power Watch, LLC",WND,Wind,152,megawatthours
2024-01-07T15,TAL,City of Tallahassee,SUN,Solar,6,megawatthours
2024-01-07T15,LDWP,Los Angeles Department of Water and Power,WND,Wind,7,megawatthours
2024-01-07T15,FPC,"Duke Energy Florida, Inc.",OIL,Petroleum,0,megawatthours
2024-01-07T15,MIDW,Midwest,WND,Wind,4115,megawatthours
2024-01-07T15,TVA,Tennessee Valley Authority,SUN,Solar,278,megawatthours
2024-01-07T15,FMPP,Florida Municipal Power Pool,COL,Coal,113,megawatthours
2024-01-07T15,FPL,Florida Power & Light Co.,OIL,Petroleum,0,megawatthours
2024-01-07T15,CENT,Central,OTH,Other,46,megawatthours
2024-01-07T15,SRP,Salt River Project Agricultural Improvement and Power District,WND,Wind,88,megawatthours
2024-01-07T15,TEPC,Tucson Electric Power,COL,Coal,600,megawatthours
2024-01-07T15,PSCO,Public Service Company of Colorado,NG,Natural gas,2543,megawatthours
2024-01-07T15,TEX,Texas,NG,Natural gas,14529,megawatthours
2024-01-07T15,MIDW,Midwest,OIL,Petroleum,0,megawatthours
2024-01-07T15,NW,Northwest,COL,Coal,8548,megawatthours
2024-01-07T15,FMPP,Florida Municipal Power Pool,NUC,Nuclear,67,megawatthours
2024-01-07T15,FLA,Florida,NUC,Nuclear,2832,megawatthours
2024-01-07T15,FLA,Florida,OTH,Other,3879,megawatthours
2024-01-07T15,CAR,Carolinas,OTH,Other,1083,megawatthours
2024-01-07T15,PJM,"PJM Interconnection, LLC",NUC,Nuclear,33653,megawatthours
2024-01-07T15,LDWP,Los Angeles Department of Water and Power,COL,Coal,195,megawatthours
2024-01-07T15,SE,Southeast,COL,Coal,4360,megawatthours
2024-01-07T15,AECI,"Associated Electric Cooperative, Inc.",COL,Coal,2267,megawatthours
2024-01-07T15,PGE,Portland General Electric Company,OTH,Other,8,megawatthours
2024-01-07T15,NE,New England,OTH,Other,654,megawatthours
2024-01-07T15,CENT,Central,SUN,Solar,7,megawatthours
2024-01-07T15,TIDC,Turlock Irrigation District,NG,Natural gas,227,megawatthours
2024-01-07T15,FMPP,Florida Municipal Power Pool,OIL,Petroleum,0,megawatthours
2024-01-07T15,PSEI,"Puget Sound Energy, Inc.",OTH,Other,25,megawatthours
2024-01-07T15,SRP,Salt River Project Agricultural Improvement and Power District,NUC,Nuclear,4017,megawatthours
2024-01-07T15,TEC,Tampa Electric Company,NG,Natural gas,1850,megawatthours
2024-01-07T15,NW,Northwest,NUC,Nuclear,1157,megawatthours
2024-01-07T15,FPC,"Duke Energy Florida, Inc.",COL,Coal,-21,megawatthours
2024-01-07T15,NE,New England,SUN,Solar,6,megawatthours
2024-01-07T15,CISO,California Independent System Operator,WAT,Hydro,1353,megawatthours
2024-01-07T15,NW,Northwest,OTH,Other,1096,megawatthours
2024-01-07T15,ISNE,ISO New England,NG,Natural gas,6467,megawatthours
2024-01-07T15,NEVP,Nevada Power Company,WND,Wind,46,megawatthours
2024-01-07T15,NYIS,New York Independent System Operator,SUN,Solar,0,megawatthours
2024-01-07T15,SWPP,Southwest Power Pool,SUN,Solar,7,megawatthours
2024-01-07T15,NE,New England,OIL,Petroleum,0,megawatthours
2024-01-07T15,SE,Southeast,OIL,Petroleum,0,megawatthours
2024-01-07T15,JEA,JEA,NG,Natural gas,691,megawatthours
2024-01-07T15,GRID,"Gridforce Energy Management, LLC",SUN,Solar,0,megawatthours
2024-01-07T15,AVA,Avista Corporation,WND,Wind,57,megawatthours
2024-01-07T15,FPC,"Duke Energy Florida, Inc.",NG,Natural gas,3649,megawatthours
2024-01-07T15,SOCO,"Southern Company Services, Inc. - Trans",OTH,Other,67,megawatthours
2024-01-07T15,ISNE,ISO New England,OIL,Petroleum,0,megawatthours
2024-01-07T15,TEN,Tennessee,COL,Coal,3877,megawatthours
2024-01-07T15,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,WAT,Hydro,81,megawatthours
2024-01-07T15,TIDC,Turlock Irrigation District,WAT,Hydro,20,megawatthours
2024-01-07T15,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Natural gas,14529,megawatthours
2024-01-07T15,SC,South Carolina Public Service Authority,OTH,Other,66,megawatthours
2024-01-07T15,NWMT,NorthWestern Corporation,NG,Natural gas,139,megawatthours
2024-01-07T15,BPAT,Bonneville Power Administration,SUN,Solar,-1,megawatthours
2024-01-07T15,NW,Northwest,WND,Wind,5740,megawatthours
2024-01-07T15,US48,United States Lower 48,WND,Wind,53672,megawatthours
2024-01-07T15,PACW,PacifiCorp West,OTH,Other,46,megawatthours
2024-01-07T15,NY,New York,NG,Natural gas,8563,megawatthours
2024-01-07T15,SWPP,Southwest Power Pool,NUC,Nuclear,2043,megawatthours
2024-01-07T15,IPCO,Idaho Power Company,OTH,Other,60,megawatthours
2024-01-07T15,AVRN,"Avangrid Renewables, LLC",WND,Wind,664,megawatthours
2024-01-07T15,CENT,Central,WND,Wind,14756,megawatthours
2024-01-07T15,AZPS,Arizona Public Service Company,COL,Coal,1407,megawatthours
2024-01-07T15,SWPP,Southwest Power Pool,WND,Wind,14756,megawatthours
2024-01-07T15,NY,New York,WAT,Hydro,3247,megawatthours
2024-01-07T15,CENT,Central,COL,Coal,10142,megawatthours
2024-01-07T15,AVA,Avista Corporation,OTH,Other,125,megawatthours
2024-01-07T15,SEC,Seminole Electric Cooperative,COL,Coal,440,megawatthours
2024-01-07T15,MIDW,Midwest,OTH,Other,337,megawatthours
2024-01-07T15,WALC,Western Area Power Administration - Desert Southwest Region,WAT,Hydro,173,megawatthours
2024-01-07T15,PGE,Portland General Electric Company,NG,Natural gas,1030,megawatthours
2024-01-07T15,TEC,Tampa Electric Company,OIL,Petroleum,0,megawatthours
2024-01-07T15,PSEI,"Puget Sound Energy, Inc.",OIL,Petroleum,0,megawatthours
2024-01-07T15,NYIS,New York Independent System Operator,NG,Natural gas,8563,megawatthours
2024-01-07T15,BANC,Balancing Authority of Northern California,NG,Natural gas,1295,megawatthours
2024-01-07T15,NY,New York,OTH,Other,201,megawatthours
2024-01-07T15,IID,Imperial Irrigation District,SUN,Solar,20,megawatthours
2024-01-07T15,CAR,Carolinas,NUC,Nuclear,12069,megawatthours
2024-01-07T15,TEN,Tennessee,WAT,Hydro,1313,megawatthours
2024-01-07T15,PSEI,"Puget Sound Energy, Inc.",WND,Wind,198,megawatthours
2024-01-07T15,AZPS,Arizona Public Service Company,WAT,Hydro,0,megawatthours
2024-01-07T15,WALC,Western Area Power Administration - Desert Southwest Region,SUN,Solar,14,megawatthours
2024-01-07T15,PNM,Public Service Company of New Mexico,NG,Natural gas,297,megawatthours
2024-01-07T15,NY,New York,SUN,Solar,0,megawatthours
2024-01-07T15,FLA,Florida,WAT,Hydro,26,megawatthours
2024-01-07T15,NE,New England,NG,Natural gas,6467,megawatthours
2024-01-07T15,WACM,Western Area Power Administration - Rocky Mountain Region,WAT,Hydro,776,megawatthours
2024-01-07T15,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,9639,megawatthours
2024-01-07T15,SWPP,Southwest Power Pool,NG,Natural gas,7549,megawatthours
2024-01-07T15,CAL,California,NG,Natural gas,12606,megawatthours
2024-01-07T15,NWMT,NorthWestern Corporation,WND,Wind,300,megawatthours
2024-01-07T15,PNM,Public Service Company of New Mexico,SUN,Solar,4,megawatthours
2024-01-07T15,AECI,"Associated Electric Cooperative, Inc.",NG,Natural gas,1433,megawatthours
2024-01-07T15,NEVP,Nevada Power Company,SUN,Solar,1,megawatthours
2024-01-07T15,SPA,Southwestern Power Administration,WAT,Hydro,89,megawatthours
2024-01-07T15,NE,New England,WAT,Hydro,915,megawatthours
2024-01-07T15,FLA,Florida,COL,Coal,532,megawatthours
2024-01-07T15,WACM,Western Area Power Administration - Rocky Mountain Region,SUN,Solar,5,megawatthours
2024-01-07T15,WACM,Western Area Power Administration - Rocky Mountain Region,COL,Coal,3597,megawatthours
2024-01-07T15,CAR,Carolinas,OIL,Petroleum,0,megawatthours
2024-01-07T15,SWPP,Southwest Power Pool,WAT,Hydro,623,megawatthours
2024-01-07T15,TEX,Texas,OTH,Other,61,megawatthours
2024-01-07T15,ISNE,ISO New England,COL,Coal,5,megawatthours
2024-01-07T15,WALC,Western Area Power Administration - Desert Southwest Region,WND,Wind,61,megawatthours
2024-01-07T15,GRID,"Gridforce Energy Management, LLC",COL,Coal,0,megawatthours
2024-01-07T15,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2024-01-07T15,CAR,Carolinas,SUN,Solar,2451,megawatthours
2024-01-07T15,BANC,Balancing Authority of Northern California,WAT,Hydro,320,megawatthours
2024-01-07T15,CAL,California,NUC,Nuclear,2262,megawatthours
2024-01-07T15,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,829,megawatthours
2024-01-07T15,CAR,Carolinas,NG,Natural gas,5855,megawatthours
2024-01-07T15,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,SUN,Solar,1,megawatthours
2024-01-07T15,NEVP,Nevada Power Company,COL,Coal,311,megawatthours
2024-01-07T15,IID,Imperial Irrigation District,WAT,Hydro,0,megawatthours
2024-01-07T15,LDWP,Los Angeles Department of Water and Power,OTH,Other,230,megawatthours
2024-01-07T15,AVRN,"Avangrid Renewables, LLC",WAT,Hydro,0,megawatthours
2024-01-07T15,SWPP,Southwest Power Pool,OIL,Petroleum,0,megawatthours
2024-01-07T15,BPAT,Bonneville Power Administration,NUC,Nuclear,1157,megawatthours
2024-01-07T15,PSCO,Public Service Company of Colorado,OIL,Petroleum,0,megawatthours
2024-01-07T15,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,0,megawatthours
2024-01-07T15,PGE,Portland General Electric Company,COL,Coal,0,megawatthours
2024-01-07T15,PJM,"PJM Interconnection, LLC",COL,Coal,16181,megawatthours
2024-01-07T15,US48,United States Lower 48,SUN,Solar,12571,megawatthours
2024-01-07T15,PGE,Portland General Electric Company,WAT,Hydro,227,megawatthours
2024-01-07T15,FPC,"Duke Energy Florida, Inc.",WAT,Hydro,26,megawatthours
2024-01-07T15,TEC,Tampa Electric Company,OTH,Other,51,megawatthours
2024-01-07T15,NW,Northwest,WAT,Hydro,10984,megawatthours
2024-01-07T15,ISNE,ISO New England,WAT,Hydro,915,megawatthours
2024-01-07T15,CPLE,Duke Energy Progress East,NG,Natural gas,1362,megawatthours
2024-01-07T15,TVA,Tennessee Valley Authority,WAT,Hydro,1313,megawatthours
2024-01-07T15,US48,United States Lower 48,OIL,Petroleum,313,megawatthours
2024-01-07T15,SC,South Carolina Public Service Authority,OIL,Petroleum,0,megawatthours
2024-01-07T15,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,623,megawatthours
2024-01-07T15,GVL,Gainesville Regional Utilities,NG,Natural gas,94,megawatthours
2024-01-07T15,AZPS,Arizona Public Service Company,SUN,Solar,0,megawatthours
2024-01-07T15,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2024-01-07T15,NEVP,Nevada Power Company,NUC,Nuclear,0,megawatthours
2024-01-07T15,NYIS,New York Independent System Operator,OTH,Other,201,megawatthours
2024-01-07T15,PSCO,Public Service Company of Colorado,WAT,Hydro,11,megawatthours
2024-01-07T15,BPAT,Bonneville Power Administration,OTH,Other,192,megawatthours
2024-01-07T15,PACE,PacifiCorp East,WND,Wind,502,megawatthours
2024-01-07T15,TEC,Tampa Electric Company,SUN,Solar,77,megawatthours
2024-01-07T15,SW,Southwest,WND,Wind,1575,megawatthours
2024-01-07T15,SOCO,"Southern Company Services, Inc. - Trans",WND,Wind,0,megawatthours
2024-01-07T15,SOCO,"Southern Company Services, Inc. - Trans",NG,Natural gas,14030,megawatthours
2024-01-07T15,TVA,Tennessee Valley Authority,OIL,Petroleum,0,megawatthours
2024-01-07T15,AVA,Avista Corporation,WAT,Hydro,240,megawatthours
2024-01-07T15,PNM,Public Service Company of New Mexico,OTH,Other,5,megawatthours
2024-01-07T15,TEX,Texas,WND,Wind,19775,megawatthours
2024-01-07T15,CPLE,Duke Energy Progress East,SUN,Solar,1117,megawatthours
2024-01-07T15,MIDW,Midwest,COL,Coal,31770,megawatthours
2024-01-07T15,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural gas,31601,megawatthours
2024-01-07T15,CENT,Central,OIL,Petroleum,0,megawatthours
2024-01-07T15,NEVP,Nevada Power Company,WAT,Hydro,1,megawatthours
2024-01-07T15,TEX,Texas,SUN,Solar,4280,megawatthours
2024-01-07T15,FPC,"Duke Energy Florida, Inc.",OTH,Other,97,megawatthours
2024-01-07T15,SCL,Seattle City Light,WAT,Hydro,427,megawatthours
2024-01-07T15,PACE,PacifiCorp East,SUN,Solar,0,megawatthours
2024-01-07T15,MIDA,Mid-Atlantic,NG,Natural gas,40346,megawatthours
2024-01-07T15,IPCO,Idaho Power Company,WAT,Hydro,639,megawatthours
2024-01-07T15,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,COL,Coal,3824,megawatthours
2024-01-07T15,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,4280,megawatthours
2024-01-07T15,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,4,megawatthours
2024-01-07T15,DUK,Duke Energy Carolinas,SUN,Solar,506,megawatthours
2024-01-07T15,PJM,"PJM Interconnection, LLC",NG,Natural gas,40346,megawatthours
2024-01-07T15,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,NG,Natural gas,-2,megawatthours
2024-01-07T15,SE,Southeast,WND,Wind,0,megawatthours
2024-01-07T15,EPE,El Paso Electric Company,NG,Natural gas,580,megawatthours
2024-01-07T15,CISO,California Independent System Operator,NG,Natural gas,10222,megawatthours
2024-01-07T15,NEVP,Nevada Power Company,OIL,Petroleum,0,megawatthours
2024-01-07T15,TEN,Tennessee,SUN,Solar,278,megawatthours
2024-01-07T15,AZPS,Arizona Public Service Company,OTH,Other,89,megawatthours
2024-01-07T15,CAR,Carolinas,COL,Coal,4633,megawatthours
2024-01-07T15,CISO,California Independent System Operator,SUN,Solar,-27,megawatthours
2024-01-07T15,NY,New York,OIL,Petroleum,7,megawatthours
2024-01-07T15,TVA,Tennessee Valley Authority,COL,Coal,3877,megawatthours
2024-01-07T15,SCEG,"Dominion Energy South Carolina, Inc.",COL,Coal,457,megawatthours
2024-01-07T15,SW,Southwest,NUC,Nuclear,4017,megawatthours
2024-01-07T15,CAL,California,WAT,Hydro,1953,megawatthours
2024-01-07T15,PJM,"PJM Interconnection, LLC",WAT,Hydro,1257,megawatthours
2024-01-07T15,NY,New York,NUC,Nuclear,3363,megawatthours
2024-01-07T15,US48,United States Lower 48,OTH,Other,9796,megawatthours
2024-01-07T15,TEN,Tennessee,NUC,Nuclear,8540,megawatthours
2024-01-07T15,BANC,Balancing Authority of Northern California,OTH,Other,15,megawatthours
2024-01-07T15,DUK,Duke Energy Carolinas,WAT,Hydro,-419,megawatthours
2024-01-07T15,TEN,Tennessee,WND,Wind,7,megawatthours
2024-01-07T15,MIDA,Mid-Atlantic,WAT,Hydro,1257,megawatthours
2024-01-07T15,SW,Southwest,WAT,Hydro,172,megawatthours
2024-01-07T15,MIDW,Midwest,WAT,Hydro,910,megawatthours
2024-01-07T15,DUK,Duke Energy Carolinas,NUC,Nuclear,7375,megawatthours
2024-01-07T15,WWA,"NaturEner Wind Watch, LLC",WND,Wind,179,megawatthours
2024-01-07T15,SE,Southeast,OTH,Other,67,megawatthours
2024-01-07T15,NW,Northwest,SUN,Solar,28,megawatthours
2024-01-07T15,SC,South Carolina Public Service Authority,COL,Coal,1235,megawatthours
2024-01-07T15,SE,Southeast,NG,Natural gas,14030,megawatthours
2024-01-07T15,ISNE,ISO New England,NUC,Nuclear,3364,megawatthours
2024-01-07T15,CPLE,Duke Energy Progress East,OIL,Petroleum,0,megawatthours
2024-01-07T15,AVRN,"Avangrid Renewables, LLC",NG,Natural gas,541,megawatthours
2024-01-07T15,FPC,"Duke Energy Florida, Inc.",SUN,Solar,177,megawatthours
2024-01-07T15,NY,New York,WND,Wind,319,megawatthours
2024-01-07T15,FPL,Florida Power & Light Co.,NG,Natural gas,6471,megawatthours
2024-01-07T15,SWPP,Southwest Power Pool,COL,Coal,10142,megawatthours
2024-01-07T15,SOCO,"Southern Company Services, Inc. - Trans",WAT,Hydro,803,megawatthours
2024-01-07T15,NYIS,New York Independent System Operator,OIL,Petroleum,7,megawatthours
2024-01-07T15,FMPP,Florida Municipal Power Pool,NG,Natural gas,1491,megawatthours
2024-01-07T15,IPCO,Idaho Power Company,OIL,Petroleum,-1,megawatthours
2024-01-07T15,MIDW,Midwest,SUN,Solar,624,megawatthours
2024-01-07T15,CAL,California,SUN,Solar,-7,megawatthours
2024-01-07T15,MIDA,Mid-Atlantic,NUC,Nuclear,33653,megawatthours
2024-01-07T15,US48,United States Lower 48,WAT,Hydro,22418,megawatthours
2024-01-07T15,CENT,Central,WAT,Hydro,712,megawatthours
2024-01-07T15,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,5118,megawatthours
2024-01-07T15,CHPD,Public Utility District No. 1 of Chelan County,WAT,Hydro,444,megawatthours
2024-01-07T15,PGE,Portland General Electric Company,WND,Wind,0,megawatthours
2024-01-07T15,IID,Imperial Irrigation District,NG,Natural gas,38,megawatthours
2024-01-07T15,SOCO,"Southern Company Services, Inc. - Trans",SUN,Solar,1076,megawatthours
2024-01-07T14,AZPS,Arizona Public Service Company,NUC,Nuclear,0,megawatthours
2024-01-07T14,NWMT,NorthWestern Corporation,WAT,Hydro,440,megawatthours
2024-01-07T14,JEA,JEA,OIL,Petroleum,0,megawatthours
2024-01-07T14,NY,New York,WND,Wind,378,megawatthours
2024-01-07T14,CAR,Carolinas,COL,Coal,5606,megawatthours
2024-01-07T14,PSCO,Public Service Company of Colorado,WAT,Hydro,11,megawatthours
2024-01-07T14,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,5493,megawatthours
2024-01-07T14,NY,New York,NUC,Nuclear,3355,megawatthours
2024-01-07T14,NEVP,Nevada Power Company,OIL,Petroleum,0,megawatthours
2024-01-07T14,AVRN,"Avangrid Renewables, LLC",NG,Natural gas,540,megawatthours
2024-01-07T14,NWMT,NorthWestern Corporation,WND,Wind,282,megawatthours
2024-01-07T14,PSEI,"Puget Sound Energy, Inc.",COL,Coal,0,megawatthours
2024-01-07T14,PACE,PacifiCorp East,SUN,Solar,0,megawatthours
2024-01-07T14,FPC,"Duke Energy Florida, Inc.",COL,Coal,-21,megawatthours
2024-01-07T14,BANC,Balancing Authority of Northern California,NG,Natural gas,1252,megawatthours
2024-01-07T14,SE,Southeast,OTH,Other,68,megawatthours
2024-01-07T14,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,COL,Coal,3642,megawatthours
2024-01-07T14,SEC,Seminole Electric Cooperative,COL,Coal,334,megawatthours
2024-01-07T14,EPE,El Paso Electric Company,NG,Natural gas,576,megawatthours
2024-01-07T14,NEVP,Nevada Power Company,WAT,Hydro,1,megawatthours
2024-01-07T14,ISNE,ISO New England,WND,Wind,523,megawatthours
2024-01-07T14,CAL,California,SUN,Solar,-32,megawatthours
2024-01-07T14,NEVP,Nevada Power Company,NG,Natural gas,2974,megawatthours
2024-01-07T14,BPAT,Bonneville Power Administration,NG,Natural gas,805,megawatthours
2024-01-07T14,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,OIL,Petroleum,0,megawatthours
2024-01-07T14,TEPC,Tucson Electric Power,SUN,Solar,0,megawatthours
2024-01-07T14,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,48,megawatthours
2024-01-07T14,TEX,Texas,WND,Wind,15400,megawatthours
2024-01-07T14,TEN,Tennessee,NG,Natural gas,6385,megawatthours
2024-01-07T14,NEVP,Nevada Power Company,COL,Coal,313,megawatthours
2024-01-07T14,AZPS,Arizona Public Service Company,COL,Coal,1404,megawatthours
2024-01-07T14,PSCO,Public Service Company of Colorado,SUN,Solar,-7,megawatthours
2024-01-07T14,PGE,Portland General Electric Company,NG,Natural gas,998,megawatthours
2024-01-07T14,FLA,Florida,SUN,Solar,568,megawatthours
2024-01-07T14,DEAA,"Arlington Valley, LLC",NG,Natural gas,573,megawatthours
2024-01-07T14,SE,Southeast,NUC,Nuclear,6963,megawatthours
2024-01-07T14,FPL,Florida Power & Light Co.,OIL,Petroleum,0,megawatthours
2024-01-07T14,SW,Southwest,OIL,Petroleum,0,megawatthours
2024-01-07T14,CENT,Central,OTH,Other,47,megawatthours
2024-01-07T14,TAL,City of Tallahassee,NG,Natural gas,394,megawatthours
2024-01-07T14,MIDA,Mid-Atlantic,WAT,Hydro,1845,megawatthours
2024-01-07T14,SOCO,"Southern Company Services, Inc. - Trans",NG,Natural gas,14165,megawatthours
2024-01-07T14,US48,United States Lower 48,SUN,Solar,3227,megawatthours
2024-01-07T14,TEX,Texas,NUC,Nuclear,5118,megawatthours
2024-01-07T14,CENT,Central,NUC,Nuclear,2043,megawatthours
2024-01-07T14,GVL,Gainesville Regional Utilities,COL,Coal,0,megawatthours
2024-01-07T14,DUK,Duke Energy Carolinas,COL,Coal,2974,megawatthours
2024-01-07T14,TVA,Tennessee Valley Authority,OTH,Other,45,megawatthours
2024-01-07T14,PJM,"PJM Interconnection, LLC",NUC,Nuclear,33668,megawatthours
2024-01-07T14,PSCO,Public Service Company of Colorado,OIL,Petroleum,0,megawatthours
2024-01-07T14,CAR,Carolinas,NUC,Nuclear,12072,megawatthours
2024-01-07T14,IID,Imperial Irrigation District,NG,Natural gas,38,megawatthours
2024-01-07T14,TEN,Tennessee,NUC,Nuclear,8541,megawatthours
2024-01-07T14,NWMT,NorthWestern Corporation,COL,Coal,756,megawatthours
2024-01-07T14,LDWP,Los Angeles Department of Water and Power,SUN,Solar,0,megawatthours
2024-01-07T14,DUK,Duke Energy Carolinas,WAT,Hydro,-332,megawatthours
2024-01-07T14,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,24376,megawatthours
2024-01-07T14,MIDA,Mid-Atlantic,SUN,Solar,1169,megawatthours
2024-01-07T14,SRP,Salt River Project Agricultural Improvement and Power District,NUC,Nuclear,4017,megawatthours
2024-01-07T14,TEPC,Tucson Electric Power,OTH,Other,0,megawatthours
2024-01-07T14,NEVP,Nevada Power Company,NUC,Nuclear,0,megawatthours
2024-01-07T14,AECI,"Associated Electric Cooperative, Inc.",WND,Wind,2,megawatthours
2024-01-07T14,TEX,Texas,SUN,Solar,162,megawatthours
2024-01-07T14,WWA,"NaturEner Wind Watch, LLC",WND,Wind,183,megawatthours
2024-01-07T14,CENT,Central,SUN,Solar,0,megawatthours
2024-01-07T14,FPL,Florida Power & Light Co.,NG,Natural gas,5943,megawatthours
2024-01-07T14,CPLE,Duke Energy Progress East,WAT,Hydro,57,megawatthours
2024-01-07T14,CAL,California,OTH,Other,481,megawatthours
2024-01-07T14,ERCO,"Electric Reliability Council of Texas, Inc.",WND,Wind,15400,megawatthours
2024-01-07T14,CENT,Central,COL,Coal,10153,megawatthours
2024-01-07T14,CPLW,Duke Energy Progress West,NG,Natural gas,360,megawatthours
2024-01-07T14,PGE,Portland General Electric Company,COL,Coal,0,megawatthours
2024-01-07T14,SRP,Salt River Project Agricultural Improvement and Power District,OTH,Other,-4,megawatthours
2024-01-07T14,US48,United States Lower 48,WND,Wind,50261,megawatthours
2024-01-07T14,PSEI,"Puget Sound Energy, Inc.",OTH,Other,26,megawatthours
2024-01-07T14,SWPP,Southwest Power Pool,OIL,Petroleum,0,megawatthours
2024-01-07T14,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2024-01-07T14,SOCO,"Southern Company Services, Inc. - Trans",OIL,Petroleum,-2,megawatthours
2024-01-07T14,TIDC,Turlock Irrigation District,NG,Natural gas,222,megawatthours
2024-01-07T14,MIDA,Mid-Atlantic,COL,Coal,15964,megawatthours
2024-01-07T14,NE,New England,COL,Coal,2,megawatthours
2024-01-07T14,FMPP,Florida Municipal Power Pool,NUC,Nuclear,66,megawatthours
2024-01-07T14,PGE,Portland General Electric Company,OTH,Other,8,megawatthours
2024-01-07T14,ERCO,"Electric Reliability Council of Texas, Inc.",COL,Coal,10319,megawatthours
2024-01-07T14,FPC,"Duke Energy Florida, Inc.",OTH,Other,96,megawatthours
2024-01-07T14,SC,South Carolina Public Service Authority,OTH,Other,66,megawatthours
